Id,Comments,Label
小卡01,相对于其他大战，卷福的战斗更是用一种全新的方式进行，穿梭不同时空这种想法或将成为日后串联漫威宇宙的相当重要的能力。无限原石的出现更是让人兴奋。,6719
Nt.,【井方 怡丰城】很普通的漫威电影，3d有点太酷以致于出电影院的时候有些晕，感觉像重新架出一个世界观，但其实想来雷神当时也是重新架起一个世界观也是融合得还不错，所以也是对后续有所期待吧。所以这部电影的重点呢，叫做“开车的时候不要玩手机！！！”,6720
饕餮,突然get到了大长脸的帅点和萌点,6721
heya,爆米花片应有的姿态，影片1/3出就能猜到剧情走向，但并不妨碍饶有趣味的看完彩蛋。,6722
阶上苔痕绿,为卷福加一颗星！,6723
cold mountain,杀死卷福的一百万种方式,6724
海译47,以为摩多是黑豹。。。真心脸盲了，卷福演技是肯定的，特效很棒，晚场看的非常爽,6725
热狗Braaad,让人忽略剧情的炫丽，同之前的漫威英雄相比，还是让人眼前一亮的。,6726
啊咧啊咧～,预感又一个吐槽&嘴炮漫威超级英雄的诞生，颠倒次元时空哪里真的好像盗梦空间,6727
水元素,想象力丰富，碉堡了,6728
南澜掌,故事还是一贯的漫威拯救世界套路，值得一吹的就是盗梦空间式的特效了。不过有些密恐场景略鬼畜。最爱博士的斗篷和大师啦！,6729
慌得要死,很不错，宇宙特效看的很爽,6730
李狗维,整体比较完整丰满，笑点也很多。特效场景很惊艳也很大，但称不上宏大，可能我小时候各种视觉游戏那种书看多了，手指树状生长，胳膊组成人脸竟然出戏了。音响效果一般,6731
1984的猴子,"实力刷一波奇异博士 第一次零点场
虽然台词依旧没啥可以挖掘的 但是整部影片完成度很高 漫威已经学会了怎么把特效发挥到了极致 虽然都是套路但还是会去看
本尼这次的扮相相当漂亮 作为一个医生确实帅哭我 然而开始的时候还是有很深的卷福的影子
拔叔的反派不用说 各种驾轻就熟 小辫子可萌",6732
Lolana_,高潮部分不够鸡爽 一星给贴心的斗篷?? 所以实际是四星 卷福走哪都靠脑子啊 正在脑补奇异博士加入妇联因属性相似与妮妮撕逼的桥段颗颗颗  也许会加盟雷神三？,6733
大青山,特效做成这样不好意思给低分，虽然故事有够无趣。,6734
弥撒之夜,漫威大法好，套上魔法新噱头后终于又有了新鲜感了,6735
YuI,这个超级英雄和别的不太一样，演技大增，但不习惯,6736
丸子咪的异想,脑洞也是大大的 漫威真是会玩,6737
光音镇,有别于其他漫威英雄，奇异博士身上总带着那么一点淡淡的神秘感，甚至可说是仙风道骨，由卷福来扮演从形象到气质真是再合适不过了。故事不错，视效尤其赞。导师砰的一掌将灵体从医生的身体里击出的镜头特别酷！而伦敦折叠和香港大战中城市在时光倒流中由毁灭到重建的场面，更是让人目不暇接。,6738
廖小尘,很典型的爆米花电影啊，不太懂8.2的评分怎么来的……有搞笑、有惊喜、有狗血、有俗套，脸盲症的我一直觉得博士和小指头是一个人……,6739
烈女Exc/usive,4D好晕,6740
猪鼻鼻的游乐园,作为一个非漫威粉丝，又看了一本漫威电影。。。结尾太冲忙,6741
luckyforce,哈哈哈比死侍蚁人还好笑的超级英雄电影，特效太帅，最喜欢手术室打斗那段，最后和多纳姆循环那段笑喷了,6742
little liar,不明白评分为什么这么高，就是一部特技酷炫剧情空洞的片子，3D看的我很晕，剧情的发展让我很懵，所以如果doctor没有坏手的话，坏人就成功毁灭地球了吗？,6743
shimor,散场后一摸口袋发现手机掉了，回去找了半天找着，有幸看到彩蛋,6744
Moear,视效太好 本尼低音炮 好多没听懂,6745
WalteR仔,漫威的电影，依然套路很深,6746
枯藤上的老乌鸦,中规中矩的一般。同其他超能英雄电影一样，剧情流于形式，人物脸谱化，视效撑起整个电影。另外“魔法”这件事，看完觉得看了一场哈利波特的错觉。还是蛮有趣的，纯纯的爆米花电影，然而我竟然没买爆米花…,6747
Babylon,大部分特效感觉挺2D，纵深感和浸入感没有很大提升。博士和女医生的段落瞬间有点穿越到时间旅行者的妻子，回来一看，原来女医生是那部女主，难怪～片尾提示：开车不要玩手机～,6748
杨七,一星给英式幽默，一星给导演通关纪念碑谷，一星给没亲到嘴上给了单身狗一条生路,6749
kimmy月白,功夫熊猫+哈利波特+盗梦空间+whatever超级英雄片。最后的takeaway是，再大的boss也会被唠唠叨叨烦到崩溃,6750
爱看电影,那个时间循环还是蛮牛逼的   活生生把BOSS给说退了,6751
昀息,特效看起来各种爽……最后打大boss的时候吐槽了一句这是要烦死他么……没想到一语成谶orz，而且说退就退乖到以为没拍完_(:з」∠)_,6752
Ms Atomic Bomb,要是第一次看漫改应该还是会很激动的吧…,6753
高,经过多部漫威大电影的轰炸之后，发现最惊喜的还是彩蛋，充满激动地给女票普及漫威宇宙,6754
均均桑,可以得个最佳视觉效果,6755
王三儿,一入漫威深似海，坚守结尾双彩蛋。,6756
有点迷人,可笑的不是漫威电影永远是这个套路，而是我们依然像观光旅游一样，买张门票、进了景点、走马观花、2小时后出了景点、一觉醒来，只记得曾经去过一个叫奇艺博士的景点，不记得在景点里到底看了什么景色，因为它一点也不美。友情提醒：双彩蛋。,6757
吕不,突然觉得竟然懒得表达自己,6758
凡塔斯蒂克,视觉精妙 很好看,6759
叶业夜耶,非要把传送门放很远演跑酷节目，不能放脚下吗 ??,6760
TakkiCén,斯特兰奇医生变形记,6761
Bo-E301,捂脸。,6762
贝壳未碎,折叠空间,6763
没能代表我,结尾完美展示一千种死法...剧本有意思，特效做的真是好啊！全部奖金！,6764
艾德南,还是有一种夏洛克在奔跑的感觉。,6765
蘑菇酱。,翻转的空间，来自东方的神秘灵力，时间控制什么的。嗯，这脑洞可以。,6766
左小囧神。,笑话的包袱抖的时间很好，觉得残酷，马上就能让你笑出来。很棒！cg做得太好！,6767
格物致知,因为老王想看卷福。还不错！不过还是不太喜欢这类片子的主题,6768
cinephile,美国电影被这些幼稚尴尬无聊的漫画电影占领，还一个劲儿输出，在自掘坟墓吧。开场和灵魂出窍是亮点啦，然后就没了。。。,6769
Ellen,欢迎我卷加入漫威宇宙，时间逆转那段在imax厅眼睛都跟不上速度了！帅到炸裂！,6770
野孩子。,好中二^-^,6771
苜蓿,加入组织的时候一种邪教洗脑即视感…天选之子的主角开挂，成长速度逆天。哈利波特好歹学了几年才去和伏地魔刚正面，博士学了几个月就干翻boss了。,6772
冷月如霜,1分给画面,6773
Frimagic,居然超过期待，打斗场面甚合我胃口，赞,6774
A.C.,感觉漫威电影在退步 从最初的铁人靠科技打下江山到现在转变成魔幻 科幻如果没有了科技还能叫科幻吗 如果不能变的触手可及 而是无理的魔法 那就越走越偏了 怀念第一代复仇者的年代 那个战争靠战士 用机械和盾牌打出的天下……,6775
BBpanda,无聊……,6776
MO,沉浸于特效+高潮太弱 导致片快完了我觉得才过了一小时，目前为止超级英雄电影里艺术感最强的特效,6777
CUBE社長可樂姐,斗篷好抢戏 ~~ 看了爽就行了丫 期待接下去的雷神3,6778
消逝的雪莉,感慨東方文化對於西方想像力的影響。,6779
眼保健操做不停,有感情，有特效不止五毛，脑洞很大，喜欢！,6780
Walker,盗梦空间和逆转未来的特效，大话西游的梗，奇怪的剧情，评分这么高仅仅是因为卷福么？？,6781
黑夜的独行者,曲面屏、巨幕、3D IMAX，整个画面浸入感太强，外加《奇异博士》里面多维空间的快速切换，感觉就像万花筒，看得我差点吐了。也怪我，第6排的座位，看2D普通的电影还可以，对于这种3D IMAX还是有点近了，至少在看《奇异博士》这部片子上不是个好选择。至于特技效果和画面感，确实是没得说的（不然我也不,6782
freeup,低于预期,6783
Kid,喜欢里面各种小小的笑点 卷福萌 然而知道是漫威出品打算减星um,6784
anapplebed,古一帅呢,6785
给您添蘑菇了,本剧cp是二缺和斗篷 话说二缺好适合这类角色啊 可惜脸太长 特写镜头只能看见一半 啊哈哈哈哈  女神的扇子舞帅炸 空间特效看的我整个人都WOW,6786
D,4星半。大boss直接被烦死了.....,6787
自语症,邪教！,6788
海露,特效《盗梦空间》，卷福脸有半米长,6789
蛋吉吉,yo，特效炸,6790
HarrietPunk,可以，有我女神的片子可以，這已經是我近幾年為數不多的看的電影中，唯一一個沒有從頭到尾都聽歌的作品了。,6791
弗兰肯斯开瑞坦,意外的好看,6792
意绵绵,这种电影我总是容易看睡着哈哈哈，不否认它的优秀！,6793
青厌君,特效太棒，我缺帅出天际,6794
七色潜水艇,剧情我就不说了，但是这个视效真是屌炸天啊，如果看3D-IMAX一定会很爽。,6795
IIcechocolate,全程没有摸手机的感觉，大概就是无尿点？稍微花花了一点～节奏还是蛮好的。只是无限循环那怎么也想不明白@，@??本本哥哥明白就行了,6796
C L E O,帥的咧！,6797
AFUMI,流水的穿越户，铁打的瑞秋。女王全剧最帅 场景炫目 斗篷激萌 剧情套路 后劲不足,6798
一爪子拍死你,现在更喜欢这种雅俗共赏的片子，哈哈,6799
罗恩的鸡腿,猫猫侠 是你吗…圣殿logo好像篮球啊…男女主角都是我喜欢的 黑暗次元浓浓的魔幻夜店风…hmmm 叫你呲花侠还是电焊侠呢 想到哈利波特想到月光宝盒 卷福的口音… 迷之大披风小戒指 您这装饰逼格高的 好像大型邪教洗脑宣传片啊…积家不错。反派眼妆好细致- -笑点略突兀,6800
※,又是一部 功夫熊猫。。。,6801
孤岛森林,所以大楼旋转啊什么的，是干啥的呀？,6802
碗妞,前面真的炒雞精彩，特效不負所望。可能後面要出續集了，於是那結局就像告訴你：「我尿急所以要趕快結束了」一樣??我男神太帥了，Tilda也是帥得一臉血。原諒我笑點太低，感覺全場笑和沒笑的點都被我笑了。,6803
半步癫,三星半，虽然想象力仍然是那个中二漫威，但至少算是个我能接受的故事，何况视效如万花筒般绚烂，必须看IMAX啊!!!PS:好想给麦叔卸个眼妆，再截个小虎牙特写啥的2333,6804
依露申,后半段比前半段好，卷福真的很适合演嘴炮啊,6805
siam,第一次见用无限的嘴炮烦死boss的方法把boss逼出地球的超级英雄...,6806
楚门,"博士好像漫威英雄里的段誉加自带月光宝盒技能的至尊宝，视觉效果真是没得说，都给我看迷糊了。。。
与杨明、杨帆、沙晶莹在长影",6807
彼岸行者,越来越有趣了。备注，片尾两个彩蛋。,6808
免费午餐,卷福真帅，帅到觉得他脸没那么长了！,6809
Dr.錯别字,女神 你说的对 时间会证明一切 女神超美,6810
LUFTMENSCH*EMY,特效真好，我被技术感动了，给五星@_@,6811
豆瓣酱|douban,感觉像掉进了一个小孩子的万花筒，看完只觉得眩晕，这严重影响了我的代入感，导致讲了什么说了什么深刻哲理性话语也就没了个印象！此番应给差评！,6812
安放,故事在套路中包含思辨、特效在借鉴中有所创新。更加难能可贵的是他们真的将一个魔法世界建构在了现实之中，漫威家一直能在保证质量的前提下展开探索，这一点恰恰是隔壁最应该学习的。即便为了赶时间看了中文配音版，而且还错过了开头五分钟，但是观影体验已经值回票价了，这样的电影我们还苛求什么呢？,6813
猫猫,"蒂尔达为什么没有老～
雾霾夜如寂静岭，with tt
电视上重播的哈利波特，电脑里的黑镜～。
奇幻的冬天。",6814
堤又又,弃医从超英，这很cool。剧情不够打斗凑，打斗不够特效凑，不过特效真的好，看出了盗梦空间的味道。,6815
Rock小米,画面满分！脑洞大开！只是主角进步得太快～过程缺乏了一点描述～,6816
云在青天水在瓶,给拓扑图和万花筒爱好者拍的毛片。,6817
热血小小叔,故事就是披着西方皮的，中国道！在加点哈利波特成人版的感觉！但不可否认的是逻辑、故事架构比妇联好太多了！！,6818
微璃,卷福大战拔叔2333视觉效果太赞！不过脑补了一下不加特效的拍摄现场感觉好羞耻～,6819
Steve Shen,对我，特别地，励志,6820
颖头Lea,看到我喜欢的两个女演员，不由自主加一星??,6821
Idiot,好,6822
刘丢丢 想要瘦,花痴看本尼迪克特就够了。视觉特效赞，万花筒既视感，但有完全超脱了空间甚至时间！应该去看Imax的！,6823
兔小灰,只能给4??，3星给3D视觉效果，1星给卷福。对剧情略失望。虽然都拿它和盗梦空间相提并论，但是完全超越不了盗梦空间。剧情略单薄，内涵略浅薄。,6824
司小幽,影片中有一幕，世界上下翻转的，给人一种“逆世界”的即视感，动作+搞笑+卷福，妥妥的5星强推！！！,6825
阿卷,三星给特效，一星给卷福，至于剧情，嗯，这片子有剧情吗？,6826
大果粒,给力的超强的想象力，可以没到电影院看,6827
梦,卷福超级帅～～～～～,6828
郊外的耶稣,埃舍尔从坟墓里笑醒过来，那些无限折叠的万花筒，我能看着发呆一天。我立刻放下捡屎的时间，拿出了时间简史。,6829
在路上92,三星半，特技很不错，有两个彩蛋。,6830
瑟蘭督伊的眉毛,2016.10.29 isquare,6831
Sparks机智地,Yet dearly I love you.,6832
楚翰彻,用炫目特效和见缝插针的段子掩盖叙事上的偷懒，但在某种程度上造成了后半段故事的机械式推进，过分展现光怪陆离的异世界，让逻辑铺垫和情绪展现都显得比较尴尬，算是支起了一个简易框架，但元素的充填过于庞杂且华而不实，没有让手头资源达到一个相对和谐的状态。,6833
mf,真是一个套路，好莱坞的编剧都懒得管逻辑了,6834
晴天不打伞,有看没看可以看看，觉得超级英雄要烂大街了，各个系统各条线，跟政府部门似得。最喜欢的还是我的叉汉子系列，别的都是看热闹,6835
影林寒枫,特效真是眼花缭乱！作为起源篇，很震撼，就是剧情还是略生硬了点。,6836
闻捷 | Echo,啊啊啊，没看够,6837
莫儿,有些打斗有点重复怀疑是拖延时长……本尼比演福尔摩斯还要帅,6838
路其牙,不容易啊，终于出了能看看的,6839
资深腐摸湿,看到本尼好好的，我也就开心了,6840
Mr S15,不迷卷毛，特效大赞,6841
柳小恨,"别样的漫威电影，在漫威系列里格外的出众，打架方式很带感，有点像盗梦空间。
剧情就是美式英雄的俗套路。低魔世界还是不够爽快：从拳头打拳头升级为魔法灌注后的拳头打拳头…击败BOSS的方法简直可以排到漫威系列电影逗比前三，要知道上一个这么玩的还是银护…不过真心太期待下一部电影了。",6842
瞳,视觉向,6843
Siren蛋,地球被这么多人保护着，为什么他们不来救救不想上班的我,6844
PH囧ENIX,话说你们有没有发现这片子的3D和过往的不一样，我用自带的3D眼镜看不了。,6845
未知B·B,博士的女友居然是恋恋笔记本的女主，感觉知性漂亮许多～发现语速快是卷福表现智商高/自负/尖刻的不二法门～即使智者如古一 也看不出徒弟们的背叛，可见善恶也许一念之间，人的内心和欲望随时会变…总之视觉很好看啦,6846
Vivia,情节一般，但是画面真的充满想象力，迷幻！,6847
小谬,特意去科技馆看的巨幕，所以视觉效果非常棒，折叠的世界就像一个个万花筒，值得回味很久。卷福本色出演，又要大火一把了，最后我在想是不是卷福写了一个“循环代码”，条件是如果他死了，就再次循环...会操纵空间算个啥，顶多在三维里横，时间才是消灭一切的杀手锏！,6848
吖Keith。,幽默感、剧情和演技在Marvel电影里都算是佳作了。,6849
起个名真难,特效还不错吧,6850
Cfaye,纽约折叠伦敦折叠香港折叠，厉害了我的漫威,6851
摇滚铁托,特效狂拽酷炫吊炸天了，看完3D现在还有点晕+_+,6852
yhu,特效看的我有点眼晕,6853
京城司南,visual赞爆啊！！！！故事其实也是不错的但是感觉想讲的东西太多了，而电影两个小时根本没有办法pack进去那么多东西，导致最后很多故事只展开了一点点又跳到了下一个故事，这点有些失望。感觉要是做成剧就好,6854
下天legend,视觉迷幻，最后对阵Boss有点雷人…,6855
siwoke,对于故弄玄虚的桥段没兴趣，感觉是个奇幻小说拍成的电影。。。中国风的感觉很强烈，然后有这么点贯穿始终的违和感。。。,6856
五月_流风,万花筒特效和时空交错好评，剧情衔接不好，略困，还是漫威一贯的笑点，结局打boss倒是不落俗套，童男劝退流解锁超英电影新姿势。,6857
雷文科,是谁说的这片是《盗梦空间》升级版的？我保证打你！这种故事莫名其妙，万花筒特效的爆米花电影，也只能增加爆米花的销量而已了！,6858
Apollo,卷福，有趣,6859
masa,雷神彩蛋和莫度变坏真是措手不及！期待第二部！给本尼大大表白！！！,6860
迟雨落,特效真的很强大 想象力的真实化,6861
萤火虫,披风不错,6862
Elther,嗯嗯，不错不错，期待第二部,6863
三白,各种玩剩下的拼一拼还是可以做菜的……,6864
阿苏勒勒勒勒,视觉效果哇哦,6865
可可,彩蛋两个，不谢,6866
蓝树,视觉特效给满分，其他就一般爆米花口味啦,6867
樱井翔,特效太漂亮了 有的地方希望有人高能预警一下 纪念一下第一次在电影院看完的两个彩蛋,6868
Vinko,我准备去IMAX二刷,6869
大旭,雪国列车？？盗梦空间，时间穿越。医大大夫开车玩手机也会变霍金。碧昂斯,6870
激情幸福的活着,最讨厌没演完 但是挺好的真的,6871
绵绵绵绵范,特效一级棒！感觉北京折叠还没开拍已经被做出来了。整部电影充斥着神奇的东方文化力量……,6872
Penjiy,电影三星，还有一星给Tilda~,6873
法师F,终于有一部漫威电影不会让我出现“啊这是谁”的面孔混淆症啦！男主的人设有意思。要变得更强，必须忘却自己以往的认知。嗯…wsd,6874
Leo-MJ-Lebron,漫威的电影真是一部比一部精彩，风格一部比一部新颖。虽然本片片长稍短，但是故事结构很清晰。画风满满的都是盗梦空间的既视感有木有？！看完后越来越担心DC的未来,6875
PUNKPAKHO,我tm感觉掉到万花筒里面一样。,6876
一粒香菇头,全给特效和彩蛋,6877
史瓦西半径,太棒了 最喜欢的漫威电影之一,6878
DBvicdou,3D特效看的我连连感慨“真是好久没看大片了”，剧情一般，但在西方超级英雄的背景下有这样一股东方哲学的清流还是挺新鲜的~~,6879
曾曾曾曾该曾,画面美，脑洞大，卷福还是那么可爱,6880
kong,就觉得，还行吧。应该拍成美剧，故事可以讲的更好一点。打斗时间可以更久一点。,6881
棉花,酷炫,6882
黑眼圈黑眼线,仅就剧情，说是我国神话剧也豪不违和，充满童年记忆,6883
局长,没搞明白时间循环，有想再去电影院刷一次的冲动,6884
Larissa,看的imax3d，帅我一脸，吃饭时候困的菜都夹不牢吃什么都没胃口的我，本以为看电影要睡着，结果中途都没舍得上厕所，看完开车立马又困的不行，目前已经是满脑子浆糊状态在烧饭了。超级期待雷神3啊！！！,6885
言无许,也就看个特效。飞得头晕,6886
阿蛮.,"“这不是你的技术”
“是的”
借这个电影记一段对话，斗篷有眼光看上我大卷福，顺便也告诫自己开车要小心",6887
Sagittarius。,感觉漫威就是那种会把命题作文写得很好的那种小孩…不过魔法与现代医学同框？所以没有治愈类法术嘛，魔法师世纪大战的时候还要标配医疗团队是吗，那可真蠢…,6888
Neptune.,.....thanks for save that signboard of Yakult/比較想看主角三人穿著西裝演戲,6889
锦绣猫爷,所有的一切都特别炫特别好，就是情节好虚弱。。。,6890
lichentrek,一星给特效,6891
惜遥,本尼真是被限定死了，基本上奇异博士就是卷福的人设，又重新来了一遍。,6892
黄大凯,I've come to bargain :),6893
慕容小言,4D影厅初体验，电影特效赞，卷福帅出新境界,6894
徐叮叮,死亡让生命有意义，让我们懂得珍惜,6895
晴小2,两颗半 - - 我应该不要再看漫威了,6896
没牙牙,跳戏sherlock严重 老汉马尾加一星,6897
Mr.虫,视效惊人,6898
不停吃芒果,大boss最后被唠叨死了,6899
果树子,挺好看的，就是故事情节有些模糊，特技还是好的,6900
Monster,我一度以为这演的是跑酷,6901
董二千,漫威大法好,6902
意晚,一定要看IMAX 3D好么。斗篷可竞争男二哇。,6903
ogre,"画面太炫了，特别是表达时间与空间的被随意控制的画面简直看得人目瞪口呆。故事线也清晰明朗，人物设置也相当有趣味，不落俗套。
这片子看着不后悔，推荐。",6904
IrisYYan,内容一般，但特效实在太棒，光凭这点就值得一看。次元维度空间的变换交错一度让人想起 《Inception》和《Interstellar 》 ，却又比它们更精妙绝伦。我不相信精神力量之类的存在可以改变物质的特性，但我相信世界是无限的。对许多未知的东西需要保持一份敬仰之心。,6905
戈尔,口碑爆裂在哪里…我看还是漫威的老套路，法师界的东西更多像是名词解析和恶意炫技，本来期待构建出一个更饱满的魔法世界，但除了匆匆晃过去的折叠楼和讲烂了的时间倒流，真没啥有意思的,6906
杳流,居然意外好看诶,6907
元元,一星给女主医生，一星给特效。就是个邪教嗑药故事，还没有Lucy讲得好。,6908
zet-,漫威的脑残片终于有点变化了。,6909
Rita少女她,为毛感觉抓住了法轮功的精髓……对了其实是为了女神Tilda看的……,6910
萄乐丝,什么鬼，剧情好弱！,6911
trista,一个中年医生上山找王林然后法力无边的故事,6912
明天的翅膀,时间的概念和部分特效蛮炫酷，在爆米花电影中算是较有诚意的。虽然剧情和有些转折还是略显生硬。,6913
jiayi,一场奇妙的梦幻旅行,6914
乔柒儿,黑暗物质的设计很棒，像癌。,6915
独舞闹剧,不知道为什么看到卷福偷书那里就睡着了，再醒来已经没办法看下去了，特效真不错，但是前半部分有点强行说教的感觉，看的昏昏欲睡，看见周围也有人睡着了我就放心我不是异类了,6916
Irenge,除了观影以来动画片以外最牛逼的视效要敲黑板夸以外，影片的剧情实在是弱得不忍吐槽……第一次见不用动手打光靠嘴炮赢的boss[手动再见]可是真的不妨碍大卷福帅残了我的双眼，tilda和瑞秋都美哭了啊啊啊啊啊！,6917
What for,只想治一下手的神经结果拯救了整个世界,6918
麦伊果酱,跟你说了开车的时候他妈别看手机,6919
Zauberberg,看完惊呼，原来看好看的电影是这样子的！！！,6920
毳蟋,Not sexy at all,6921
虞美人Arrietty,特效很棒,6922
卡提斯,惊喜！精彩程度出乎意料，打戏很精彩，画面很炫。话说法师居然不肾虚！惊了！而且这大概是近战最强的一个奇异了,6923
无欲无求无心情,汉尼拔好多年没演过好人了吧…多纳姆跟灭霸合体世界是不就完了。不算难看，三星半。妈个鸡还是森气，想想这些乱七糟八的说话我们古人哲学的现代阐释里全都有，我们的电影人在搞毛。还是感觉漫威不给投钱，看着都穷。,6924
飞砖-CPA努力中,非常值得去电影院撸，萌萌的斗篷哈哈哈哈,6925
猫千姿,三星半，套路还是套路，卷福还是那么帅！,6926
白啊白啊白啊,在全英没字幕的情况下，我只好沉浸在特效和武打之中。【微笑脸】,6927
缀,剧情一般，特效算是很好了，对于起源来说，基本合格了。,6928
山顶洞人活化石,卷福陪我过生日,6929
我是不是也要有个很豆瓣的名字呢,睡着了,6930
right,剧情有点混乱……多玛姆被无限循环就吓趴还真是。但是麦叔帅气，麦克亚当斯好美，过于专注于特效以至于笑点只有斯坦李。哦对了第一个彩蛋好评。,6931
思齐了,没办法，蒂尓达太太太帅，吸粉到犯规啊！其他也就那样，走近战法师的路子，然后蓝武士服红斗篷真心爱不起来。黄袍法师脑残粉跪求尊者重生------蒂尓达不活这系列没法子看------法师系这不看家本领嘛！干豆腐重生时还顺带升级了呢,6932
柒。,视觉效果真的好厉害 那个放大镜下细胞组织一样不知道哪个次元的宇宙 和盗梦空间一样的折叠 最喜欢香港一段所有人都在倒带但同时主角又在正向进行两个时间之间的冲突。但是#剧情真的好套路##卷福的美国口音好敷衍#,6933
Xinyang,迄今为止最好的漫威片,6934
qingfengxulai,剧情远比万花筒般吊炸天的特效更吸引人，没想到的是还很搞笑，博士开场霸道总裁范有型有款，中间颓废落魄犀利哥，后面逗比大法师，画风切换自如， 女医生好漂亮啊，结尾两个彩蛋，不错,6935
柠叔很焦虑,不失望但也没惊喜??,6936
李木子°,还蛮好看！,6937
琥珀琉璃,关于时空的无限可能，这个脑洞开得令人心旷神怡。特效炫酷十足，动作戏精彩纷呈，各种小幽默停不下来。有两个彩蛋喔。傲娇斗篷圈粉咩？爱卷福。,6938
子非鱼,世界折叠：解构主义和建构主义之争，赢的是主体性。????,6939
whisper,这已经算漫威的高智商了 饶了他们吧,6940
dent de lion,特效棒,6941
Bio,可以拍得很好看的，但还是拍成一坨屎,6942
Kid Wang,故事6分，人设7分，特效9.9分。,6943
毛小毛,典型的漫威电影，下一部雷神也要打进来了吗？古一怎么那么容易就死了。,6944
轻飏,本尼亲亲新片，帅出新高度，我才不会说这个故事怎么像哈利波特和百度医院的的爱情结晶呢,6945
不高興,剧情简单 反派弱鸡 但是BC的全球TOP1声线和炫酷的特效让人欲罢不能,6946
just so,"BC穿越到街上的时候，还以为到了221B Baker ST。。
黑人让男主忘掉所知道的一切的时候男主苦笑了一下
wifi密码梗。男主念出一连串只有名字的人，还有黑人去Beyonce的歌的时候
萌萌的斗篷。。原来是在擦眼泪啊。。
那个王好眼熟。翻了演员表人家真姓王。拔叔最终都没搞清BC叫啥。。",6947
纳什维尔重金属,这片子看的就是特效吧，卷福的出演也是增色不少。镜面次元，伦敦折叠，紫色香港，这几个特效给我的冲击比较大。多玛姆那段无限读档算是一个亮点。,6948
人间微雨,特效好棒,6949
菊花向天,剧情什么的不要在意，斗篷才是真女主角。年度最值得看IMAX的电影，结尾双彩蛋是例牌,6950
ヨシコ,作为一个用魔法而不是肉搏的英雄，Dr.Strange实在是太炫酷了，也因为能力不同于以往英雄，所以画面更奇幻更有场面感...最后嘴炮烦死大魔王的套路真的是没想到，斗篷太有趣了，希望有更多出场机会2333,6951
北纬30.1,剧情略有问题。但视觉设定脑洞特效太好了。演员也是喜欢，加分。,6952
cloudslide,一个并不向往成功，却总畏葸失败之人的自我救赎。其实莫多说对了，他朴实得迂腐的价值观里自有一种大智慧，他知道因果报应，随永恒而来的必是地狱，can't ask for everything。看到博士一遍遍说我来谈判时特别感动，超级英雄的主题一下子出来了——牺牲。,6953
抖皑木,斗篷演得不错 喜欢,6954
林曦,卷福脑残粉！终于明白为什么有人说致敬太空漫游，还有说视效磕药的。。。,6955
ughoho,多玛姆应该说：哼！你不可能一直循环时间的，电影时长是有限的。然后电影结束，它就赢了。??。,6956
worth,空有炫技而内容空洞,6957
Logic Lady,讲述超级英雄诞生的第一部影片往往都很精彩。本片借鉴并发展了《盗梦空间》的特效，值得去看IAMX。,6958
ZKIM,故事构思独特，镜像世界，时间循环……但是盖不住英雄梦啊啊！欣赏不动,6959
JustaNimp,特效五星 剧情一星 中和三星 符合漫威一如既往的风格,6960
本愿寺,剧情基本符合漫威片的水准，特效挺不错的……,6961
打碗碗花,毕竟是第一部，解释奇异博士出身的，因此剧情中规中矩，没什么特殊的波澜。不过编剧比较用心，几个笑点都还不错。最重要还是本尼迪克特和蒂尔达的演技太好了！对古一想了解更多！还有医生妹子好美，那颗痣好美,6962
非左非右,这种超能力英雄力挽狂澜、拯救世界的电影有些看腻了，剧情一般，特效很棒！,6963
绥绥,剧情三星，视效加一星。古一又帅又美太亮点了。要是拍她和麦叔的衍生就好了。,6964
jing,情节比较单薄，有些镜头似曾相识。3.5星，因为卷福，多半颗星。,6965
泥鳅鳅,特效用不用这么nb！上来就是《哈利波特》+《盗梦空间》综合体即视感。卷福去到伦敦那一下夏洛克背景乐自动在脑海中响起，太跳戏了哈哈。一直记错了以为博士是天启彩蛋中那个坏蛋，总以为他时刻会黑化，原来并不是。斗篷演技很赞！此片的总结就是开车不玩手机世界就毁灭啦！,6966
Outlier,时间倒流这种段子都出来了，以后漫威的坑会越来越大啊！,6967
西左,传说的彩蛋，史诗的电脑特效，精良的演员，优秀的台词，粗糙的剧情。这就是漫威电影的发展方向？,6968
'souvenir、,除了特效并没什么意思...,6969
小马斑斑,老酷炫了~小受斗篷好暖心啊~,6970
有道之士,漫威的我没看全 但是这部属于水平高的了，我就想问问雷神都把纽约拆了，其他人怎么没出来帮忙,6971
Claire,可能漫威的铺的路线太长，可能是全英文听力不能完全体会言语中的精髓，所以感受到酷炫的时间空间后会有点点迷惑到底看了什么故事。不过卷福真的是够帅，红色袍子太可爱了。,6972
王减一,卷福的脸和王尼玛头套差不多长……,6973
谙,大家都在吹特效，可是为什么我感觉看了两个小时万花筒？,6974
正气大侠,漫威大法下的流水线产品，有特效有大牌有幽默，不刺激不过瘾不难看。,6975
xQ,还可以吧,6976
纯棉开裆裤??,炫酷！为啥不用来救师傅呢？,6977
拖拉机公主,漫威里面最喜欢的哦，晕！,6978
梅格妮is腻腻,特别特别好看啊 都不敢眨一下眼睛憋了1个小时的尿啊 画面很像盗梦空间的感觉 好好看 那个红披风也是搞笑担当啊,6979
BerSerKer,爆米花电影哪家强，美国漫威当属第一，选角导演真的强,6980
